"","RC1","RC3","RC2","Município","UF","ICE"
"59",1.0172810139553,0.582341368685668,0.476302944538102,"Jundiaí","SP",7.1985360464644
"60",-0.836806506827049,-1.15642644067806,1.39246107054434,"Rio Branco","AC",5.65314419511514
"61",-0.415006423825135,-1.29846145430069,-0.143668339198885,"Montes Claros","MG",4.92778190500577
"62",0.67850444793576,-2.13049432097339,0.95521361037023,"Campina Grande","PB",5.71318609102196
"63",1.10618368386338,0.227729416676808,-0.43768423980507,"Piracicaba","SP",6.51743797400093
"64",-0.418021506698319,-2.73926854957583,-2.53108101570945,"Carapicuíba","SP",2.71581743033979
"65",-1.01194639597528,0.997203566033997,0.182164880593035,"Anápolis","GO",6.09666116601207
"66",-0.504174044739348,-0.771638649251836,-0.35259429729138,"Olinda","PE",5.05983878523274
"67",-1.21512892444783,0.341569299124154,-2.21167703434597,"Cariacica","ES",4.21873778402603
"68",0.784086509528422,-0.380492107853135,-0.38327770282306,"Bauru","SP",6.01172985155138
"69",-0.329914355496783,-0.931082845940845,-1.70527152106131,"Itaquaquecetuba","SP",4.28742395457647
"70",-0.897130914269678,-1.14984755906006,-1.13996623131964,"São Vicente","SP",4.16001661687823
"71",1.38654893897172,-0.592519334892843,-1.52021836320588,"Vitória","ES",5.58073472443555
"72",-0.79356245034378,-1.54266296863202,0.718976900849514,"Caruaru","PE",5.06628113271327
"73",-2.05231297275881,0.593387353565236,-0.836804444134378,"Caucaia","CE",4.67455962995089
"74",0.787530803022698,1.19236666486615,0.0761629032379355,"Blumenau","SC",7.18706700874017
"75",-0.847368151460212,-1.1765259574653,0.847937015144763,"Petrolina","PE",5.32106085535024
"76",0.310313742062479,0.578346298436491,-0.894534177219518,"Ponta Grossa","PR",5.99660856558314
"77",0.208948237262055,-0.49947201757218,0.0914193482084619,"Franca","SP",5.88504700252926
"78",-0.0146773791214325,-0.209235514676052,-0.329578052475989,"Canoas","RS",5.68044185317499
"79",0.443249032689166,-1.2585246405397,-0.0789092431423644,"Pelotas","RS",5.48374213557397
"80",-1.01622846070885,-1.49515224042801,-0.0083759957047546,"Vitória da Conquista","BA",4.54521779278613
"81",-1.73013399516446,-0.235523714455839,-0.909819905865202,"Ribeirão das Neves","MG",4.3398422246507
"82",-0.315369295797185,-0.00706750468371545,-0.847334512204528,"Uberaba","MG",5.32463221773077
"83",-1.23071072839756,0.383902443757253,-0.32846962535934,"Paulista","PE",5.32145298228908
"84",-0.907746492883443,0.772143841218019,-0.0483254563751645,"Praia Grande","SP",5.89380905731123
"85",0.0970259434932941,0.597893332662734,0.0562321616575969,"Cascavel","PR",6.43367748482387
"86",-0.121690042503169,1.70848922738377,-0.441947232556397,"São José dos Pinhais","PR",6.66098058285665
"87",-0.199742875737757,0.468063791381591,-1.34247315609858,"Guarujá","SP",5.37983791482282
"88",0.452933320255536,-0.796998152148025,-0.234114417945214,"Taubaté","SP",5.66618805446635
"89",0.188467015991981,-1.10456602312172,2.40706028697999,"Palmas","TO",6.86080689627285
"90",1.73335937535224,-0.330207229319093,-1.13186686530374,"Limeira","SP",6.15662662985631
"91",-0.495221293905076,0.0887097422400903,-0.179405695547354,"Camaçari","BA",5.66172051959911
"92",-1.4536069329207,0.363129229109497,1.43706761661018,"Santarém","PA",6.2001037794529
"93",-0.574641398908763,0.355261224198555,-0.263465797176001,"Petrópolis","RJ",5.72122874815437
"94",-0.164310049117412,-1.49060844280198,0.743241724052803,"Mossoró","RN",5.4736431726583
"95",0.014575382795276,0.534239811989212,-0.86469970237715,"Suzano","SP",5.81762399450854
"96",-0.0855215136556323,-0.638754303578662,-1.59612897400547,"Taboão da Serra","SP",4.66031366914882
"97",-0.764701552334831,-0.215877946938379,-0.180226969687543,"Várzea Grande","MT",5.32980807266845
"98",-0.905880138270468,0.0959472981806736,-1.54845361807923,"Sumaré","SP",4.63838494352295
"99",-1.41844067941387,1.36396510464475,0.596613532927858,"Marabá","PA",6.31300349608086
"100",-0.563086003775364,0.50808023830977,-0.258274249197852,"Gravataí","RS",5.81912769920233
"101",1.06759936250572,-1.06557454474472,0.440486402779853,"Santa Maria","RS",6.25548397229869
